id,Created (UTC),Amount,Amount Refunded,Currency,Fee,Net,Status,Description,Customer Email,order_id
ch_3Q000388,2026-07-08 15:02:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1467,gabriel.garcia48@example.com,#1467
ch_3Q000389,2026-07-08 22:41:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1468,hugo.laurent85@example.com,#1468
ch_3Q000390,2026-07-08 17:36:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1469,jade.dubois93254@example.com,#1469
ch_3Q000391,2026-07-08 13:29:00,80.42,0.00,eur,1.38,79.04,Paid,Shopify order #1470,camille.garcia96169@example.com,#1470
ch_3Q000392,2026-07-08 18:06:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1471,nathan.dubois60@example.com,#1471
ch_3Q000393,2026-07-08 15:28:00,249.60,0.00,eur,3.74,245.86,Paid,Shopify order #1472,jade.thomas36075@example.com,#1472
ch_3Q000394,2026-07-08 13:02:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1473,jade.robert87999@example.com,#1473
ch_3Q000395,2026-07-08 15:15:00,249.60,0.00,eur,3.74,245.86,Paid,Shopify order #1474,chloe.robert44212@example.com,#1474
ch_3Q000396,2026-07-08 11:24:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1475,hugo.durand53756@example.com,#1475
ch_3Q000397,2026-07-08 17:41:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1476,lucas.thomas2@example.com,#1476
ch_3Q000398,2026-07-08 12:49:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1477,nathan.laurent38437@example.com,#1477
ch_3Q000399,2026-07-08 16:12:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1478,lucas.bernard21571@example.com,#1478
ch_3Q000400,2026-07-08 21:54:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1479,arthur.durand14@example.com,#1479
ch_3Q000401,2026-07-08 15:48:00,365.04,0.00,eur,5.36,359.68,Paid,Shopify order #1480,camille.michel69522@example.com,#1480
ch_3Q000402,2026-07-08 20:26:00,69.62,0.00,eur,1.22,68.40,Paid,Shopify order #1481,chloe.simon7486@example.com,#1481
ch_3Q000403,2026-07-08 16:39:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1482,ines.laurent15@example.com,#1482
ch_3Q000404,2026-07-08 21:15:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #1483,paul.simon55375@example.com,#1483
ch_3Q000405,2026-07-08 22:18:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1484,louis.simon22275@example.com,#1484
ch_3Q000406,2026-07-08 14:29:00,116.64,0.00,eur,1.88,114.76,Paid,Shopify order #1485,emma.michel1509@example.com,#1485
ch_3Q000407,2026-07-08 15:09:00,177.60,0.00,eur,2.74,174.86,Paid,Shopify order #1486,manon.durand39@example.com,#1486
ch_3Q000408,2026-07-09 14:58:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1487,nathan.bernard2@example.com,#1487
ch_3Q000409,2026-07-09 18:54:00,149.04,0.00,eur,2.34,146.70,Paid,Shopify order #1488,jade.garcia85847@example.com,#1488
ch_3Q000410,2026-07-09 09:48:00,165.60,0.00,eur,2.57,163.03,Paid,Shopify order #1489,nathan.laurent4@example.com,#1489
ch_3Q000411,2026-07-09 11:35:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1490,emma.lefebvre71@example.com,#1490
ch_3Q000412,2026-07-09 10:17:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #1491,theo.dubois29669@example.com,#1491
ch_3Q000413,2026-07-09 10:29:00,408.24,0.00,eur,5.97,402.27,Paid,Shopify order #1492,lucas.lefebvre89683@example.com,#1492
ch_3Q000414,2026-07-09 22:53:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1493,camille.laurent48118@example.com,#1493
ch_3Q000415,2026-07-09 18:21:00,375.84,0.00,eur,5.51,370.33,Paid,Shopify order #1494,camille.martin90@example.com,#1494
ch_3Q000416,2026-07-09 10:09:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #1495,lucas.lefebvre89683@example.com,#1495
ch_3Q000417,2026-07-09 10:06:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1496,ines.leroy45@example.com,#1496
ch_3Q000418,2026-07-09 22:23:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1497,lucas.simon73@example.com,#1497
ch_3Q000419,2026-07-09 10:32:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1498,lea.leroy34081@example.com,#1498
ch_3Q000420,2026-07-09 16:39:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #1499,chloe.moreau24120@example.com,#1499
ch_3Q000421,2026-07-09 13:49:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1500,nathan.bernard66@example.com,#1500
ch_3Q000422,2026-07-09 20:35:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1501,louis.simon65650@example.com,#1501
ch_3Q000423,2026-07-09 21:12:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1502,manon.robert2@example.com,#1502
ch_3Q000424,2026-07-09 14:00:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #1503,theo.lefebvre72@example.com,#1503
ch_3Q000425,2026-07-09 12:49:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1504,camille.thomas54146@example.com,#1504
ch_3Q000426,2026-07-09 13:22:00,285.60,0.00,eur,4.25,281.35,Paid,Shopify order #1505,arthur.moreau6890@example.com,#1505
ch_3Q000427,2026-07-09 22:41:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1506,lea.dubois10944@example.com,#1506
ch_3Q000428,2026-07-09 08:26:00,248.40,0.00,eur,3.73,244.67,Paid,Shopify order #1507,sarah.simon33@example.com,#1507
ch_3Q000429,2026-07-09 13:25:00,297.60,0.00,eur,4.42,293.18,Paid,Shopify order #1508,jade.thomas93305@example.com,#1508
ch_3Q000430,2026-07-09 20:04:00,129.60,0.00,eur,2.06,127.54,Paid,Shopify order #1509,camille.martin36@example.com,#1509
ch_3Q000431,2026-07-09 10:13:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1510,camille.garcia97789@example.com,#1510
ch_3Q000432,2026-07-10 11:55:00,417.60,0.00,eur,6.10,411.50,Paid,Shopify order #1511,gabriel.petit59900@example.com,#1511
ch_3Q000433,2026-07-10 16:25:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1512,paul.martin24@example.com,#1512
ch_3Q000434,2026-07-10 12:58:00,429.60,0.00,eur,6.26,423.34,Paid,Shopify order #1513,nathan.martin54@example.com,#1513
ch_3Q000435,2026-07-10 16:25:00,80.42,0.00,eur,1.38,79.04,Paid,Shopify order #1514,jade.laurent22@example.com,#1514
ch_3Q000436,2026-07-10 11:50:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1515,manon.lefebvre60476@example.com,#1515
ch_3Q000437,2026-07-10 14:53:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1516,jade.petit21254@example.com,#1516
ch_3Q000438,2026-07-10 21:59:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1517,louis.bernard16230@example.com,#1517
ch_3Q000439,2026-07-10 18:33:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1518,sarah.bernard35653@example.com,#1518
ch_3Q000440,2026-07-10 15:12:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1519,nathan.laurent4@example.com,#1519
ch_3Q000441,2026-07-10 20:46:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1520,manon.garcia97693@example.com,#1520
ch_3Q000442,2026-07-10 08:41:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1521,lea.thomas10@example.com,#1521
ch_3Q000443,2026-07-10 20:14:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1522,theo.dubois29669@example.com,#1522
ch_3Q000444,2026-07-10 12:04:00,297.60,0.00,eur,4.42,293.18,Paid,Shopify order #1523,jade.garcia52868@example.com,#1523
ch_3Q000445,2026-07-10 14:55:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1524,manon.thomas97@example.com,#1524
ch_3Q000446,2026-07-10 20:12:00,117.60,0.00,eur,1.90,115.70,Paid,Shopify order #1525,sarah.thomas16574@example.com,#1525
ch_3Q000447,2026-07-10 17:35:00,95.04,0.00,eur,1.58,93.46,Paid,Shopify order #1526,manon.simon39@example.com,#1526
ch_3Q000448,2026-07-10 09:15:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #1527,louis.garcia72@example.com,#1527
ch_3Q000449,2026-07-10 08:06:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1528,chloe.martin40@example.com,#1528
ch_3Q000450,2026-07-10 22:35:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1529,nathan.moreau54628@example.com,#1529
ch_3Q000451,2026-07-10 15:36:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #1530,louis.thomas49869@example.com,#1530
ch_3Q000452,2026-07-10 10:29:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1531,camille.bernard97@example.com,#1531
ch_3Q000453,2026-07-10 20:09:00,693.60,0.00,eur,9.96,683.64,Paid,Shopify order #1532,chloe.petit14772@example.com,#1532
ch_3Q000454,2026-07-11 20:57:00,453.60,0.00,eur,6.60,447.00,Paid,Shopify order #1533,theo.martin14@example.com,#1533
ch_3Q000455,2026-07-11 10:39:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1534,louis.simon11@example.com,#1534
ch_3Q000456,2026-07-11 22:46:00,58.82,0.00,eur,1.07,57.75,Paid,Shopify order #1535,manon.michel79544@example.com,#1535
ch_3Q000457,2026-07-11 10:58:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1536,chloe.dubois52937@example.com,#1536
ch_3Q000458,2026-07-11 09:53:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1537,chloe.moreau81805@example.com,#1537
ch_3Q000459,2026-07-11 18:28:00,69.62,0.00,eur,1.22,68.40,Paid,Shopify order #1538,camille.bernard93749@example.com,#1538
ch_3Q000460,2026-07-11 17:36:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1539,hugo.bernard88516@example.com,#1539
ch_3Q000461,2026-07-11 09:08:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1540,jade.michel82@example.com,#1540
ch_3Q000462,2026-07-11 17:07:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #1541,sarah.simon11700@example.com,#1541
ch_3Q000463,2026-07-11 15:45:00,236.40,0.00,eur,3.56,232.84,Paid,Shopify order #1542,arthur.petit30@example.com,#1542
ch_3Q000464,2026-07-11 22:19:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1543,louis.martin29@example.com,#1543
ch_3Q000465,2026-07-11 14:46:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1544,louis.lefebvre86@example.com,#1544
ch_3Q000466,2026-07-11 19:36:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1545,jade.thomas5796@example.com,#1545
ch_3Q000467,2026-07-11 19:56:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1546,gabriel.dubois82@example.com,#1546
ch_3Q000468,2026-07-11 21:45:00,321.60,0.00,eur,4.75,316.85,Paid,Shopify order #1547,ines.michel35@example.com,#1547
ch_3Q000469,2026-07-11 18:58:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #1548,louis.simon62@example.com,#1548
ch_3Q000470,2026-07-11 14:45:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1549,ines.laurent73346@example.com,#1549
ch_3Q000471,2026-07-11 18:27:00,321.84,0.00,eur,4.76,317.08,Paid,Shopify order #1550,emma.lefebvre43722@example.com,#1550
ch_3Q000472,2026-07-11 12:56:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1551,manon.moreau76717@example.com,#1551
ch_3Q000473,2026-07-11 21:23:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #1552,sarah.moreau44@example.com,#1552
ch_3Q000474,2026-07-11 18:58:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1553,jade.michel82@example.com,#1553
ch_3Q000475,2026-07-11 14:57:00,374.76,0.00,eur,5.50,369.26,Paid,Shopify order #1554,emma.bernard71396@example.com,#1554
ch_3Q000476,2026-07-11 16:25:00,69.62,0.00,eur,1.22,68.40,Paid,Shopify order #1555,louis.leroy76017@example.com,#1555
ch_3Q000477,2026-07-12 13:59:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1556,lea.bernard94921@example.com,#1556
ch_3Q000478,2026-07-12 10:02:00,117.60,0.00,eur,1.90,115.70,Paid,Shopify order #1557,hugo.michel99@example.com,#1557
ch_3Q000479,2026-07-12 12:49:00,453.60,0.00,eur,6.60,447.00,Paid,Shopify order #1558,manon.laurent52675@example.com,#1558
ch_3Q000480,2026-07-12 10:45:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1559,gabriel.leroy22@example.com,#1559
ch_3Q000481,2026-07-12 12:50:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1560,emma.petit27@example.com,#1560
ch_3Q000482,2026-07-12 21:34:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #1561,ines.thomas61788@example.com,#1561
ch_3Q000483,2026-07-12 21:12:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1562,gabriel.lefebvre70163@example.com,#1562
ch_3Q000484,2026-07-12 19:35:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1563,ines.laurent2328@example.com,#1563
ch_3Q000485,2026-07-12 18:32:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1564,paul.michel92441@example.com,#1564
ch_3Q000486,2026-07-12 22:45:00,224.40,0.00,eur,3.39,221.01,Paid,Shopify order #1565,manon.lefebvre18@example.com,#1565
ch_3Q000487,2026-07-12 13:13:00,99.50,0.00,eur,1.64,97.86,Paid,Shopify order #1566,sarah.durand66180@example.com,#1566
ch_3Q000488,2026-07-12 10:42:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #1567,ines.laurent71902@example.com,#1567
ch_3Q000489,2026-07-12 19:22:00,91.22,0.00,eur,1.53,89.69,Paid,Shopify order #1568,paul.moreau98663@example.com,#1568
ch_3Q000490,2026-07-12 21:20:00,693.60,0.00,eur,9.96,683.64,Paid,Shopify order #1569,manon.moreau51@example.com,#1569
ch_3Q000491,2026-07-12 19:55:00,189.60,0.00,eur,2.90,186.70,Paid,Shopify order #1570,lucas.martin20919@example.com,#1570
ch_3Q000492,2026-07-12 08:02:00,573.60,0.00,eur,8.28,565.32,Paid,Shopify order #1571,jade.michel82@example.com,#1571
ch_3Q000493,2026-07-12 14:17:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #1572,lucas.thomas2@example.com,#1572
ch_3Q000494,2026-07-12 08:55:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1573,arthur.durand37@example.com,#1573
ch_3Q000495,2026-07-12 09:30:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1574,louis.simon22275@example.com,#1574
ch_3Q000496,2026-07-13 17:33:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1575,manon.durand39@example.com,#1575
ch_3Q000497,2026-07-13 11:05:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1576,theo.michel96938@example.com,#1576
ch_3Q000498,2026-07-13 16:29:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1577,nathan.petit85757@example.com,#1577
ch_3Q000499,2026-07-13 09:37:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1578,theo.thomas69@example.com,#1578
ch_3Q000500,2026-07-13 19:14:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1579,sarah.durand18@example.com,#1579
ch_3Q000501,2026-07-13 17:27:00,165.60,0.00,eur,2.57,163.03,Paid,Shopify order #1580,chloe.petit40178@example.com,#1580
ch_3Q000502,2026-07-13 17:15:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1581,lucas.simon73@example.com,#1581
ch_3Q000503,2026-07-13 20:25:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1582,sarah.robert67359@example.com,#1582
ch_3Q000504,2026-07-13 22:44:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #1583,camille.dubois86541@example.com,#1583
ch_3Q000505,2026-07-13 20:26:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1584,sarah.simon11700@example.com,#1584
ch_3Q000506,2026-07-13 22:28:00,261.60,0.00,eur,3.91,257.69,Paid,Shopify order #1585,gabriel.martin95@example.com,#1585
ch_3Q000507,2026-07-13 20:24:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1586,manon.petit14@example.com,#1586
ch_3Q000508,2026-07-13 22:06:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1587,chloe.laurent98@example.com,#1587
ch_3Q000509,2026-07-13 21:05:00,393.60,0.00,eur,5.76,387.84,Paid,Shopify order #1588,arthur.martin81758@example.com,#1588
ch_3Q000510,2026-07-13 10:23:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1589,ines.thomas54819@example.com,#1589
ch_3Q000511,2026-07-13 20:12:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #1590,ines.garcia78@example.com,#1590
ch_3Q000512,2026-07-13 20:54:00,159.84,0.00,eur,2.49,157.35,Paid,Shopify order #1591,jade.durand86@example.com,#1591
ch_3Q000513,2026-07-13 15:15:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1592,hugo.thomas58346@example.com,#1592
ch_3Q000514,2026-07-13 13:37:00,417.60,0.00,eur,6.10,411.50,Paid,Shopify order #1593,hugo.simon3214@example.com,#1593
ch_3Q000515,2026-07-13 12:26:00,88.70,0.00,eur,1.49,87.21,Paid,Shopify order #1594,lea.lefebvre60549@example.com,#1594
ch_3Q000516,2026-07-13 18:56:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1595,ines.martin87352@example.com,#1595
ch_3Q000517,2026-07-13 18:52:00,246.24,0.00,eur,3.70,242.54,Paid,Shopify order #1596,arthur.petit13782@example.com,#1596
ch_3Q000518,2026-07-13 20:01:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1597,arthur.garcia59563@example.com,#1597
ch_3Q000519,2026-07-13 22:49:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1598,arthur.lefebvre94355@example.com,#1598
ch_3Q000520,2026-07-13 12:23:00,48.02,34.68,eur,0.92,47.10,Paid,Shopify order #1599,lea.durand59342@example.com,#1599
ch_3Q000521,2026-07-13 09:36:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1600,hugo.lefebvre55@example.com,#1600
ch_3Q000522,2026-07-13 09:08:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1601,manon.robert92@example.com,#1601
ch_3Q000523,2026-07-13 09:23:00,160.92,0.00,eur,2.50,158.42,Paid,Shopify order #1602,chloe.moreau24120@example.com,#1602
ch_3Q000524,2026-07-13 12:56:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1603,gabriel.martin70601@example.com,#1603
ch_3Q000525,2026-07-14 13:54:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1604,emma.petit67661@example.com,#1604
ch_3Q000526,2026-07-14 18:24:00,405.60,0.00,eur,5.93,399.67,Paid,Shopify order #1605,sarah.robert67359@example.com,#1605
ch_3Q000527,2026-07-14 11:15:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1606,camille.martin84@example.com,#1606
ch_3Q000528,2026-07-14 20:33:00,189.60,0.00,eur,2.90,186.70,Paid,Shopify order #1607,jade.laurent60872@example.com,#1607
ch_3Q000529,2026-07-14 12:56:00,297.60,0.00,eur,4.42,293.18,Paid,Shopify order #1608,sarah.thomas66@example.com,#1608
ch_3Q000530,2026-07-14 17:21:00,261.60,201.45,eur,3.91,257.69,Paid,Shopify order #1609,ines.lefebvre12298@example.com,#1609
ch_3Q000531,2026-07-14 10:15:00,512.40,0.00,eur,7.42,504.98,Paid,Shopify order #1610,camille.petit42@example.com,#1610
ch_3Q000532,2026-07-14 13:57:00,693.60,0.00,eur,9.96,683.64,Paid,Shopify order #1611,sarah.durand66180@example.com,#1611
ch_3Q000533,2026-07-14 22:44:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1612,sarah.garcia63338@example.com,#1612
ch_3Q000534,2026-07-14 17:43:00,272.40,0.00,eur,4.06,268.34,Paid,Shopify order #1613,chloe.lefebvre28179@example.com,#1613
ch_3Q000535,2026-07-14 15:46:00,573.60,0.00,eur,8.28,565.32,Paid,Shopify order #1614,paul.laurent3345@example.com,#1614
ch_3Q000536,2026-07-14 18:33:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1615,theo.simon75706@example.com,#1615
ch_3Q000537,2026-07-14 12:34:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #1616,camille.moreau97@example.com,#1616
ch_3Q000538,2026-07-14 20:43:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1617,arthur.durand81@example.com,#1617
ch_3Q000539,2026-07-14 10:46:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1618,lea.garcia97183@example.com,#1618
ch_3Q000540,2026-07-14 19:24:00,246.24,0.00,eur,3.70,242.54,Paid,Shopify order #1619,sarah.leroy11045@example.com,#1619
ch_3Q000541,2026-07-14 15:51:00,52.70,0.00,eur,0.99,51.71,Paid,Shopify order #1620,jade.laurent66390@example.com,#1620
ch_3Q000542,2026-07-14 14:24:00,212.76,0.00,eur,3.23,209.53,Paid,Shopify order #1621,lea.leroy57306@example.com,#1621
ch_3Q000543,2026-07-14 20:59:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1622,emma.robert89957@example.com,#1622
ch_3Q000544,2026-07-14 10:46:00,127.44,0.00,eur,2.03,125.41,Paid,Shopify order #1623,chloe.durand89589@example.com,#1623
ch_3Q000545,2026-07-14 22:51:00,693.60,0.00,eur,9.96,683.64,Paid,Shopify order #1624,ines.thomas54819@example.com,#1624
ch_3Q000546,2026-07-14 08:06:00,452.40,273.43,eur,6.58,445.82,Paid,Shopify order #1625,arthur.robert75@example.com,#1625
ch_3Q000547,2026-07-14 12:49:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1626,nathan.petit31655@example.com,#1626
ch_3Q000548,2026-07-14 15:59:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1627,arthur.garcia59563@example.com,#1627
ch_3Q000549,2026-07-14 09:27:00,226.80,0.00,eur,3.43,223.37,Paid,Shopify order #1628,emma.moreau82@example.com,#1628
ch_3Q000550,2026-07-14 10:16:00,69.62,0.00,eur,1.22,68.40,Paid,Shopify order #1629,camille.simon80@example.com,#1629
ch_3Q000551,2026-07-14 08:50:00,64.70,0.00,eur,1.16,63.54,Paid,Shopify order #1630,louis.simon65@example.com,#1630
ch_3Q000552,2026-07-14 09:55:00,321.84,0.00,eur,4.76,317.08,Paid,Shopify order #1631,arthur.robert44822@example.com,#1631
ch_3Q000553,2026-07-14 08:23:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1632,camille.robert48550@example.com,#1632
ch_3Q000554,2026-07-14 15:34:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #1633,arthur.moreau17950@example.com,#1633
ch_3Q000555,2026-07-14 22:54:00,365.04,0.00,eur,5.36,359.68,Paid,Shopify order #1634,louis.laurent15516@example.com,#1634
ch_3Q000556,2026-07-15 11:01:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1635,chloe.dubois52937@example.com,#1635
ch_3Q000557,2026-07-15 11:21:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1636,sarah.simon26203@example.com,#1636
ch_3Q000558,2026-07-15 11:10:00,105.60,0.00,eur,1.73,103.87,Paid,Shopify order #1637,nathan.dubois77209@example.com,#1637
ch_3Q000559,2026-07-15 13:07:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1638,nathan.moreau40855@example.com,#1638
ch_3Q000560,2026-07-15 22:47:00,441.60,0.00,eur,6.43,435.17,Paid,Shopify order #1639,sarah.robert1@example.com,#1639
ch_3Q000561,2026-07-15 17:29:00,200.40,0.00,eur,3.06,197.34,Paid,Shopify order #1640,jade.moreau46207@example.com,#1640
ch_3Q000562,2026-07-15 17:34:00,584.40,0.00,eur,8.43,575.97,Paid,Shopify order #1641,paul.moreau83499@example.com,#1641
ch_3Q000563,2026-07-15 08:41:00,149.04,94.15,eur,2.34,146.70,Paid,Shopify order #1642,paul.thomas47164@example.com,#1642
ch_3Q000564,2026-07-15 22:58:00,309.60,0.00,eur,4.58,305.02,Paid,Shopify order #1643,lucas.robert97200@example.com,#1643
ch_3Q000565,2026-07-15 18:26:00,127.44,0.00,eur,2.03,125.41,Paid,Shopify order #1644,louis.simon38332@example.com,#1644
ch_3Q000566,2026-07-15 10:32:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1645,paul.thomas47164@example.com,#1645
ch_3Q000567,2026-07-15 17:48:00,312.12,0.00,eur,4.62,307.50,Paid,Shopify order #1646,camille.laurent75106@example.com,#1646
ch_3Q000568,2026-07-15 19:47:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1647,louis.martin97492@example.com,#1647
ch_3Q000569,2026-07-15 15:46:00,204.12,0.00,eur,3.11,201.01,Paid,Shopify order #1648,ines.thomas96130@example.com,#1648
ch_3Q000570,2026-07-15 21:13:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #1649,arthur.moreau6890@example.com,#1649
ch_3Q000571,2026-07-15 22:51:00,127.44,0.00,eur,2.03,125.41,Paid,Shopify order #1650,louis.simon99818@example.com,#1650
ch_3Q000572,2026-07-15 21:26:00,178.80,0.00,eur,2.75,176.05,Paid,Shopify order #1651,jade.petit90330@example.com,#1651
ch_3Q000573,2026-07-15 18:57:00,76.70,0.00,eur,1.32,75.38,Paid,Shopify order #1652,gabriel.robert87768@example.com,#1652
ch_3Q000574,2026-07-15 14:17:00,429.60,0.00,eur,6.26,423.34,Paid,Shopify order #1653,lucas.thomas10528@example.com,#1653
ch_3Q000575,2026-07-15 13:12:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #1654,jade.dubois93254@example.com,#1654
ch_3Q000576,2026-07-15 15:17:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #1655,lea.moreau38173@example.com,#1655
ch_3Q000577,2026-07-15 18:31:00,100.70,0.00,eur,1.66,99.04,Paid,Shopify order #1656,manon.leroy67882@example.com,#1656
ch_3Q000578,2026-07-15 16:07:00,48.02,0.00,eur,0.92,47.10,Paid,Shopify order #1657,nathan.michel4@example.com,#1657
ch_3Q000579,2026-07-15 21:51:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1658,ines.moreau72@example.com,#1658
ch_3Q000580,2026-07-15 19:03:00,141.60,0.00,eur,2.23,139.37,Paid,Shopify order #1659,paul.moreau16@example.com,#1659
ch_3Q000581,2026-07-15 11:10:00,153.60,0.00,eur,2.40,151.20,Paid,Shopify order #1660,sarah.petit30915@example.com,#1660
ch_3Q000582,2026-07-15 21:41:00,346.80,0.00,eur,5.11,341.69,Paid,Shopify order #1661,camille.robert59429@example.com,#1661
ch_3Q000583,2026-07-16 09:17:00,548.40,0.00,eur,7.93,540.47,Paid,Shopify order #1662,lea.petit9386@example.com,#1662
ch_3Q000584,2026-07-16 14:26:00,188.40,0.00,eur,2.89,185.51,Paid,Shopify order #1663,paul.leroy99@example.com,#1663
