Name,Email,Financial Status,Created at,Currency,Subtotal,Discount Amount,Shipping,Taxes,Total,Refunded Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku
#1547,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1548,louis.simon62@example.com,paid,2026-07-11 18:58:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1549,ines.laurent73346@example.com,paid,2026-07-11 14:45:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1550,emma.lefebvre43722@example.com,paid,2026-07-11 18:27:00 +0200,EUR,268.20,29.80,0.00,53.64,321.84,,2,Montre Quartz 34mm,149.00,WTC-011
#1551,manon.moreau76717@example.com,paid,2026-07-11 12:56:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1552,sarah.moreau44@example.com,paid,2026-07-11 21:23:00 +0200,EUR,258.00,0.00,0.00,51.60,309.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1552,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1553,jade.michel82@example.com,paid,2026-07-11 18:58:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1554,emma.bernard71396@example.com,paid,2026-07-11 14:57:00 +0200,EUR,312.30,34.70,0.00,62.46,374.76,,1,Bracelet Acier Noir,49.00,BRW-001
#1554,,,,,,,,,,,2,Montre Quartz 34mm,149.00,WTC-011
#1555,louis.leroy76017@example.com,paid,2026-07-11 16:25:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1556,lea.bernard94921@example.com,paid,2026-07-12 13:59:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1557,hugo.michel99@example.com,paid,2026-07-12 10:02:00 +0200,EUR,98.00,0.00,0.00,19.60,117.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#1557,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#1558,manon.laurent52675@example.com,paid,2026-07-12 12:49:00 +0200,EUR,378.00,0.00,0.00,75.60,453.60,,2,Sac Bandouliere Cuir,189.00,BAG-100
#1559,gabriel.leroy22@example.com,paid,2026-07-12 10:45:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1560,emma.petit27@example.com,paid,2026-07-12 12:50:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1561,ines.thomas61788@example.com,paid,2026-07-12 21:34:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#1562,gabriel.lefebvre70163@example.com,paid,2026-07-12 21:12:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1563,ines.laurent2328@example.com,paid,2026-07-12 19:35:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1564,paul.michel92441@example.com,paid,2026-07-12 18:32:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1565,manon.lefebvre18@example.com,paid,2026-07-12 22:45:00 +0200,EUR,187.00,0.00,0.00,37.40,224.40,,2,Bracelet Cuir Camel,59.00,BRW-002
#1565,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1566,sarah.durand66180@example.com,paid,2026-07-12 13:13:00 +0200,EUR,78.00,0.00,5.90,15.60,99.50,,2,Porte-cartes,39.00,ACC-201
#1567,ines.laurent71902@example.com,paid,2026-07-12 10:42:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1568,paul.moreau98663@example.com,paid,2026-07-12 19:22:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1569,manon.moreau51@example.com,paid,2026-07-12 21:20:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1570,lucas.martin20919@example.com,paid,2026-07-12 19:55:00 +0200,EUR,158.00,0.00,0.00,31.60,189.60,,2,Ceinture Reversible,79.00,ACC-200
#1571,jade.michel82@example.com,paid,2026-07-12 08:02:00 +0200,EUR,478.00,0.00,0.00,95.60,573.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1571,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1572,lucas.thomas2@example.com,paid,2026-07-12 14:17:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Porte-cartes,39.00,ACC-201
#1572,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1573,arthur.durand37@example.com,paid,2026-07-12 08:55:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1574,louis.simon22275@example.com,paid,2026-07-12 09:30:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1575,manon.durand39@example.com,paid,2026-07-13 17:33:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1576,theo.michel96938@example.com,paid,2026-07-13 11:05:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1577,nathan.petit85757@example.com,paid,2026-07-13 16:29:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1578,theo.thomas69@example.com,paid,2026-07-13 09:37:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1579,sarah.durand18@example.com,paid,2026-07-13 19:14:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1580,chloe.petit40178@example.com,paid,2026-07-13 17:27:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,1,Ceinture Reversible,79.00,ACC-200
#1580,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1581,lucas.simon73@example.com,paid,2026-07-13 17:15:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1582,sarah.robert67359@example.com,paid,2026-07-13 20:25:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1583,camille.dubois86541@example.com,paid,2026-07-13 22:44:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1584,sarah.simon11700@example.com,paid,2026-07-13 20:26:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1585,gabriel.martin95@example.com,paid,2026-07-13 22:28:00 +0200,EUR,218.00,0.00,0.00,43.60,261.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1585,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1586,manon.petit14@example.com,paid,2026-07-13 20:24:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1587,chloe.laurent98@example.com,paid,2026-07-13 22:06:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1588,arthur.martin81758@example.com,paid,2026-07-13 21:05:00 +0200,EUR,328.00,0.00,0.00,65.60,393.60,,1,Porte-cartes,39.00,ACC-201
#1588,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1589,ines.thomas54819@example.com,paid,2026-07-13 10:23:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1590,ines.garcia78@example.com,paid,2026-07-13 20:12:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#1591,jade.durand86@example.com,paid,2026-07-13 20:54:00 +0200,EUR,133.20,14.80,0.00,26.64,159.84,,1,Ceinture Reversible,79.00,ACC-200
#1591,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1592,hugo.thomas58346@example.com,paid,2026-07-13 15:15:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1593,hugo.simon3214@example.com,paid,2026-07-13 13:37:00 +0200,EUR,348.00,0.00,0.00,69.60,417.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1593,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1594,lea.lefebvre60549@example.com,paid,2026-07-13 12:26:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1595,ines.martin87352@example.com,paid,2026-07-13 18:56:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1596,arthur.petit13782@example.com,paid,2026-07-13 18:52:00 +0200,EUR,205.20,22.80,0.00,41.04,246.24,,1,Montre Quartz 34mm,149.00,WTC-011
#1596,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1597,arthur.garcia59563@example.com,paid,2026-07-13 20:01:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1598,arthur.lefebvre94355@example.com,paid,2026-07-13 22:49:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1599,lea.durand59342@example.com,refunded,2026-07-13 12:23:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,34.68,1,Porte-cartes,39.00,ACC-201
#1600,hugo.lefebvre55@example.com,paid,2026-07-13 09:36:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1601,manon.robert92@example.com,paid,2026-07-13 09:08:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1602,chloe.moreau24120@example.com,paid,2026-07-13 09:23:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#1603,gabriel.martin70601@example.com,paid,2026-07-13 12:56:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1604,emma.petit67661@example.com,paid,2026-07-14 13:54:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1605,sarah.robert67359@example.com,paid,2026-07-14 18:24:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1605,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1606,camille.martin84@example.com,paid,2026-07-14 11:15:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1607,jade.laurent60872@example.com,paid,2026-07-14 20:33:00 +0200,EUR,158.00,0.00,0.00,31.60,189.60,,2,Ceinture Reversible,79.00,ACC-200
#1608,sarah.thomas66@example.com,paid,2026-07-14 12:56:00 +0200,EUR,248.00,0.00,0.00,49.60,297.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1608,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1609,ines.lefebvre12298@example.com,refunded,2026-07-14 17:21:00 +0200,EUR,218.00,0.00,0.00,43.60,261.60,201.45,1,Montre Quartz 34mm,149.00,WTC-011
#1609,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1610,camille.petit42@example.com,paid,2026-07-14 10:15:00 +0200,EUR,427.00,0.00,0.00,85.40,512.40,,2,Pochette Zippee,69.00,BAG-101
#1610,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1611,sarah.durand66180@example.com,paid,2026-07-14 13:57:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1612,sarah.garcia63338@example.com,paid,2026-07-14 22:44:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1613,chloe.lefebvre28179@example.com,paid,2026-07-14 17:43:00 +0200,EUR,227.00,0.00,0.00,45.40,272.40,,2,Ceinture Reversible,79.00,ACC-200
#1613,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1614,paul.laurent3345@example.com,paid,2026-07-14 15:46:00 +0200,EUR,478.00,0.00,0.00,95.60,573.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1614,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1615,theo.simon75706@example.com,paid,2026-07-14 18:33:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1616,camille.moreau97@example.com,paid,2026-07-14 12:34:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1617,arthur.durand81@example.com,paid,2026-07-14 20:43:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1618,lea.garcia97183@example.com,paid,2026-07-14 10:46:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1619,sarah.leroy11045@example.com,paid,2026-07-14 19:24:00 +0200,EUR,205.20,22.80,0.00,41.04,246.24,,1,Porte-cartes,39.00,ACC-201
#1619,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1620,jade.laurent66390@example.com,paid,2026-07-14 15:51:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1621,lea.leroy57306@example.com,paid,2026-07-14 14:24:00 +0200,EUR,177.30,19.70,0.00,35.46,212.76,,1,Bracelet Cuir Camel,59.00,BRW-002
#1621,,,,,,,,,,,2,Pochette Zippee,69.00,BAG-101
#1622,emma.robert89957@example.com,paid,2026-07-14 20:59:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1623,chloe.durand89589@example.com,paid,2026-07-14 10:46:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,1,Porte-cartes,39.00,ACC-201
#1623,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1624,ines.thomas54819@example.com,paid,2026-07-14 22:51:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1625,arthur.robert75@example.com,refunded,2026-07-14 08:06:00 +0200,EUR,377.00,0.00,0.00,75.40,452.40,273.43,2,Montre Quartz 34mm,149.00,WTC-011
#1625,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1626,nathan.petit31655@example.com,paid,2026-07-14 12:49:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1627,arthur.garcia59563@example.com,paid,2026-07-14 15:59:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1628,emma.moreau82@example.com,paid,2026-07-14 09:27:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1629,camille.simon80@example.com,paid,2026-07-14 10:16:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1630,louis.simon65@example.com,paid,2026-07-14 08:50:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1631,arthur.robert44822@example.com,paid,2026-07-14 09:55:00 +0200,EUR,268.20,29.80,0.00,53.64,321.84,,2,Montre Quartz 34mm,149.00,WTC-011
#1632,camille.robert48550@example.com,paid,2026-07-14 08:23:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1633,arthur.moreau17950@example.com,paid,2026-07-14 15:34:00 +0200,EUR,258.00,0.00,0.00,51.60,309.60,,1,Pochette Zippee,69.00,BAG-101
#1633,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1634,louis.laurent15516@example.com,paid,2026-07-14 22:54:00 +0200,EUR,304.20,33.80,0.00,60.84,365.04,,1,Montre Automatique 38mm,289.00,WTC-010
#1634,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1635,chloe.dubois52937@example.com,paid,2026-07-15 11:01:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1636,sarah.simon26203@example.com,paid,2026-07-15 11:21:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1637,nathan.dubois77209@example.com,paid,2026-07-15 11:10:00 +0200,EUR,88.00,0.00,0.00,17.60,105.60,,1,Porte-cartes,39.00,ACC-201
#1637,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1638,nathan.moreau40855@example.com,paid,2026-07-15 13:07:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1639,sarah.robert1@example.com,paid,2026-07-15 22:47:00 +0200,EUR,368.00,0.00,0.00,73.60,441.60,,1,Ceinture Reversible,79.00,ACC-200
#1639,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1640,jade.moreau46207@example.com,paid,2026-07-15 17:29:00 +0200,EUR,167.00,0.00,0.00,33.40,200.40,,1,Bracelet Acier Noir,49.00,BRW-001
#1640,,,,,,,,,,,2,Bracelet Cuir Camel,59.00,BRW-002
#1641,paul.moreau83499@example.com,paid,2026-07-15 17:34:00 +0200,EUR,487.00,0.00,0.00,97.40,584.40,,2,Montre Quartz 34mm,149.00,WTC-011
#1641,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1642,paul.thomas47164@example.com,refunded,2026-07-15 08:41:00 +0200,EUR,124.20,13.80,0.00,24.84,149.04,94.15,2,Pochette Zippee,69.00,BAG-101
#1643,lucas.robert97200@example.com,paid,2026-07-15 22:58:00 +0200,EUR,258.00,0.00,0.00,51.60,309.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1643,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1644,louis.simon38332@example.com,paid,2026-07-15 18:26:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,2,Bracelet Cuir Camel,59.00,BRW-002
#1645,paul.thomas47164@example.com,paid,2026-07-15 10:32:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1646,camille.laurent75106@example.com,paid,2026-07-15 17:48:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1647,louis.martin97492@example.com,paid,2026-07-15 19:47:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1648,ines.thomas96130@example.com,paid,2026-07-15 15:46:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1649,arthur.moreau6890@example.com,paid,2026-07-15 21:13:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Ceinture Reversible,79.00,ACC-200
#1649,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1650,louis.simon99818@example.com,paid,2026-07-15 22:51:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,2,Bracelet Cuir Camel,59.00,BRW-002
#1651,jade.petit90330@example.com,paid,2026-07-15 21:26:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1652,gabriel.robert87768@example.com,paid,2026-07-15 18:57:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1653,lucas.thomas10528@example.com,paid,2026-07-15 14:17:00 +0200,EUR,358.00,0.00,0.00,71.60,429.60,,1,Pochette Zippee,69.00,BAG-101
#1653,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1654,jade.dubois93254@example.com,paid,2026-07-15 13:12:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Pochette Zippee,69.00,BAG-101
#1654,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1655,lea.moreau38173@example.com,paid,2026-07-15 15:17:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Pochette Zippee,69.00,BAG-101
#1655,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1656,manon.leroy67882@example.com,paid,2026-07-15 18:31:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1657,nathan.michel4@example.com,paid,2026-07-15 16:07:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1658,ines.moreau72@example.com,paid,2026-07-15 21:51:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1659,paul.moreau16@example.com,paid,2026-07-15 19:03:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#1660,sarah.petit30915@example.com,paid,2026-07-15 11:10:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Pochette Zippee,69.00,BAG-101
#1660,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1661,camille.robert59429@example.com,paid,2026-07-15 21:41:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1662,lea.petit9386@example.com,paid,2026-07-16 09:17:00 +0200,EUR,457.00,0.00,0.00,91.40,548.40,,2,Sac Bandouliere Cuir,189.00,BAG-100
#1662,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1663,paul.leroy99@example.com,paid,2026-07-16 14:26:00 +0200,EUR,157.00,0.00,0.00,31.40,188.40,,1,Bracelet Cuir Camel,59.00,BRW-002
#1663,,,,,,,,,,,2,Bracelet Acier Noir,49.00,BRW-001
#1664,ines.robert16391@example.com,paid,2026-07-16 19:57:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1665,sarah.robert32263@example.com,paid,2026-07-16 16:51:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1666,gabriel.laurent69@example.com,paid,2026-07-16 16:38:00 +0200,EUR,348.00,0.00,0.00,69.60,417.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1666,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1667,paul.lefebvre8256@example.com,paid,2026-07-16 09:34:00 +0200,EUR,167.00,0.00,0.00,33.40,200.40,,2,Bracelet Cuir Camel,59.00,BRW-002
#1667,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1668,emma.robert94059@example.com,paid,2026-07-16 20:09:00 +0200,EUR,197.00,0.00,0.00,39.40,236.40,,1,Porte-cartes,39.00,ACC-201
#1668,,,,,,,,,,,2,Ceinture Reversible,79.00,ACC-200
#1669,ines.dubois4949@example.com,paid,2026-07-16 18:58:00 +0200,EUR,387.00,0.00,0.00,77.40,464.40,,2,Bracelet Acier Noir,49.00,BRW-001
#1669,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1670,arthur.garcia47062@example.com,paid,2026-07-16 14:27:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Ceinture Reversible,79.00,ACC-200
#1670,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1671,ines.robert16391@example.com,paid,2026-07-16 18:21:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1672,lea.michel43@example.com,paid,2026-07-16 15:53:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1673,ines.michel35@example.com,paid,2026-07-16 22:46:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1674,emma.simon80@example.com,paid,2026-07-16 13:03:00 +0200,EUR,331.20,36.80,0.00,66.24,397.44,,1,Ceinture Reversible,79.00,ACC-200
#1674,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1675,chloe.laurent41376@example.com,paid,2026-07-16 12:54:00 +0200,EUR,198.00,0.00,0.00,39.60,237.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1675,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1676,chloe.leroy24@example.com,paid,2026-07-16 14:45:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#1677,arthur.martin81758@example.com,paid,2026-07-16 14:47:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#1678,ines.dubois45184@example.com,paid,2026-07-16 09:30:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1679,ines.martin53@example.com,paid,2026-07-16 19:34:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1680,theo.thomas61754@example.com,paid,2026-07-16 12:54:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1681,arthur.garcia97383@example.com,paid,2026-07-16 09:07:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1682,manon.bernard64@example.com,paid,2026-07-16 19:20:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1683,lea.thomas10@example.com,paid,2026-07-16 18:53:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1684,paul.michel95691@example.com,paid,2026-07-16 12:20:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1685,manon.laurent7@example.com,paid,2026-07-16 10:16:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1686,lucas.petit23563@example.com,paid,2026-07-16 17:24:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#1687,louis.moreau40170@example.com,paid,2026-07-17 08:14:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1688,lucas.michel81466@example.com,paid,2026-07-17 13:31:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1689,lea.michel85779@example.com,paid,2026-07-17 14:47:00 +0200,EUR,78.00,0.00,5.90,15.60,99.50,,2,Porte-cartes,39.00,ACC-201
#1690,nathan.lefebvre87799@example.com,paid,2026-07-17 22:53:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1691,camille.dubois75521@example.com,paid,2026-07-17 08:13:00 +0200,EUR,298.00,0.00,0.00,59.60,357.60,,2,Montre Quartz 34mm,149.00,WTC-011
